e, e_dot, e_int, stamp, 
-0.033325690533330815, -5.280785901155364e-09, -0.006665137908729159, 33321000000, 
-0.03332569623732652, -2.3629383334259717e-08, -0.006665138394611258, 33389000000, 
-0.03332569647135779, -1.9793423243023394e-08, -0.006665138882801008, 33491000000, 
-0.033716498928679214, -0.0013026756378423099, -0.006691192775824235, 33593000000, 
-0.032012589816595466, 0.004377022182541074, -0.006603652347775497, 33695000000, 
-0.030403441284943315, 0.011043525479119664, -0.006408835335347866, 33797000000, 
-0.02872575367655296, 0.010956120466808356, -0.006076118985206116, 33899000000, 
-0.026890795284942568, 0.011708820000002491, -0.005734666016429257, 34001000000, 
-0.025314379618668455, 0.011371246859615014, -0.005395395238677599, 34103000000, 
-0.024220192665590563, 0.008902008731173349, -0.00509502450461344, 34205000000, 
-0.02340731856030463, 0.0063568701945460855, -0.00486279272297091, 34307000000, 
-0.022826406077805277, 0.004645955292617622, -0.004696927820246697, 34409000000, 
-0.022410816559577648, 0.0033216733357566025, -0.004576302746512504, 34511000000, 
-0.022031087557323914, 0.0026510617349378754, -0.004484554012980455, 34613000000, 
-0.021623637421308548, 0.002623930460897, -0.0044043694358806736, 34715000000, 
-0.021193320259188686, 0.00279255766045076, -0.004323203015854743, 34817000000, 
-0.020757094723338462, 0.0028884756599002865, -0.004238270160255713, 34919000000, 
-0.020353273488242882, 0.002800155903152681, -0.0041535792313846685, 35021000000, 
-0.020120753107177994, 0.002121138720534895, -0.004082074754583956, 35089000000, 
-0.019879260274833867, 0.0015800440446967167, -0.0040235524580169825, 35191000000, 
-0.019786414025869357, 0.0011144636043621213, -0.003985761827192081, 35293000000, 
-0.01986206787837675, 5.7307988190387814e-05, -0.0039685161452719985, 35395000000, 
-0.02011265602113057, -0.0010874733175373723, -0.003984075861691779, 35497000000, 
0.019380048355511447, 0.13080705411296065, -0.001372978369599725, 35599000000, 
0.021721258793446323, 0.1394463827152563, 0.0013992434085218133, 35701000000, 
0.024230395730052676, 0.0161678245818041, 0.0043554468586006955, 35803000000, 
0.0269510159081427, 0.017432523715654596, 0.004860178028776113, 35905000000, 
0.022058408660632946, -0.007239956898065769, 0.004882654686588555, 36007000000, 
0.013363289799362538, -0.04529242036260054, 0.0041581809578758785, 36109000000, 
0.00825085829075666, -0.04602516789958761, 0.0029115037833834768, 36211000000, 
0.004675333448813979, -0.02895985450182853, 0.001752632102595545, 36313000000, 
0.002844368084632067, -0.018021634020415307, 0.001051370654946847, 36415000000, 
0.0036057857907207634, -0.0035651588603107195, 0.0007416991549444539, 36517000000, 
0.005657305094497168, 0.009376456699550338, 0.0008071639313233332, 36619000000, 
0.00728203030498711, 0.012254148380887822, 0.0011030080793470029, 36687000000, 
0.008921263373901048, 0.010879860931346264, 0.0014573732515590217, 36789000000, 
0.010054621216654567, 0.00924196970555819, 0.001750527659702848, 36891000000, 
0.010301996386390625, 0.004602443374965258, 0.001951858731796416, 36993000000, 
0.00972916557458142, -0.0010848521402438231, 0.002005718878508441, 37095000000, 
0.008933161428721324, -0.004562783192231003, 0.0019309548926462244, 37197000000, 
0.008180363221439078, -0.005162674510474473, 0.001789512681649455, 37299000000, 
0.007608931212003357, -0.004414100722393225, 0.0016481637241442507, 37401000000, 
0.007390243700684987, -0.0026337317358469717, 0.0015453025422751615, 37503000000, 
0.012720311960046665, 0.017037935826811026, 0.0018479657915156673, 37605000000, 
0.012740644534095538, 0.017834669444701835, 0.0021900800129884797, 37707000000, 
0.012826512014365729, 0.00035400018106354625, 0.002552497900567196, 37809000000, 
0.01287547792570418, 0.0004494446386954741, 0.0025628422982776965, 37911000000, 
0.01178915060712159, -0.003457871357480461, 0.0024994093698127665, 38013000000, 
0.010173992009916177, -0.009004953052626675, 0.002322574702849463, 38115000000, 
0.009094366339473858, -0.008982614225492442, 0.002070500597100775, 38217000000, 
0.008267546978763108, -0.006354816770510231, 0.001835727021876876, 38319000000, 
0.00786018665963395, -0.004113932266133029, 0.001681473331858061, 38387000000, 
0.007553667686979239, -0.002379597639279562, 0.0015787600883584196, 38489000000, 
0.007687996154501714, -0.0005739683504407851, 0.0015401233667409935, 38591000000, 
0.007878842113280441, 0.0010839147543373398, 0.0015413670636507597, 38693000000, 
0.007923569176369959, 0.0007852434062274814, 0.0015660271629434743, 38795000000, 
0.007916739322021327, 0.00012632402913628654, 0.001581276707444782, 38897000000, 
0.007833859827360384, -0.0002990311633652501, 0.0015782778883834444, 38999000000, 
0.007661289598654588, -0.0008514990778891313, 0.0015607925832024198, 39101000000, 
0.0074832244325076045, -0.0011687846495092638, 0.0015318915905681717, 39203000000, 
0.007359982018253358, -0.0010043586013374316, 0.0015002997366277034, 39305000000, 
0.007314607343369657, -0.0005620569637931576, 0.0014771875862753746, 39407000000, 
0.0073738593120793545, 4.625764608665444e-05, 0.0014698965782468246, 39509000000, 
0.0026483979985912377, -0.015554031149261396, 0.0011557909769360165, 39611000000, 
0.002163172395247169, -0.017368956389440617, 0.0008123619803945175, 39713000000, 
0.0016494183280237106, -0.00332993223522509, 0.0004307325814574745, 39815000000, 
0.0010827935278651657, -0.003601262891273344, 0.00032635895007573635, 39917000000, 
0.0009269635993144497, -0.0024081824290308695, 0.0002439450303468884, 39985000000, 
0.0018713116868345732, 0.002628393863231358, 0.00025873792093427923, 40087000000, 
0.0027722293337987965, 0.006150885781614489, 0.0003713669746631879, 40189000000, 
0.0028832223924323114, 0.003373035685325794, 0.0005017842275377121, 40291000000, 
0.0030975253120046754, 0.0010843199273529297, 0.0005835318025490522, 40393000000, 
0.003046700351803322, 0.0005449265312367019, 0.0006018298704160205, 40495000000, 
0.0027040387851216506, -0.0013116217562767494, 0.0005898842965953099, 40597000000, 
0.002347769601764616, -0.002329769166795687, 0.0005399005825793059, 40699000000, 
0.002082703245914751, -0.0020711184640229995, 0.0004756341088534012, 40801000000, 
0.001884652123805074, -0.0015437249265318068, 0.0004210083314322961, 40903000000, 
0.001804305820564441, -0.0009279914178343659, 0.0003847774126856177, 41005000000, 
0.001832992152728168, -0.0001721999035896862, 0.0003681300064731789, 41107000000, 
0.0019128130562127955, 0.00036169078549451477, 0.000370007401967027, 41209000000, 
0.002007424769987778, 0.0005814420575320324, 0.0003835486652619161, 41311000000, 
0.002097322061943463, 0.0006150300191022249, 0.0004011706592096024, 41413000000, 
0.0021678614955603463, 0.0005347890852418951, 0.0004181738884994391, 41515000000, 
-0.0010295265149611358, -0.010422828589681995, 0.00021571046950284492, 41617000000, 
-0.0011837034603316445, -0.011171883186306636, -3.024565315495597e-06, 41685000000, 
-0.0014434607712734777, -0.001379780854374473, -0.0002437793831044172, 41787000000, 
-0.0017211271041220847, -0.001791412145968134, -0.00028988608904848044, 41889000000, 
-0.0018433037853174633, -0.0013328100468132853, -0.000333859444047535, 41991000000, 
-0.0010378746983726282, 0.0022775080191648547, -0.0003068203725208118, 42093000000, 
-0.0006405776609259644, 0.004009087081304996, -0.0002347837429744037, 42195000000, 
-0.0003917390521708652, 0.0021537854873392103, -0.0001380127607646305, 42297000000, 
-0.00017852027756113135, 0.0015401912778827767, -8.072246604386405e-05, 42399000000, 
-0.00014967636193036812, 0.0008068756341349902, -4.799571277749098e-05, 42501000000, 
-0.0002878449384743796, -0.0003644155363774941, -4.10694385310586e-05, 42603000000, 
-0.0004297882910968254, -0.0009337064305548577, -5.7820639433438204e-05, 42705000000, 
-0.0005528867645906404, -0.0008834727537208694, -8.470133294412302e-05, 42807000000, 
-0.0006412746522752387, -0.0007049545372613775, -0.0001082633138641803, 42909000000, 
-0.0006644379743331688, -0.00037183736580842784, -0.00012390662607993653, 43011000000, 
-0.0006335080118918979, 2.5888801277802454e-05, -0.00012928137590002036, 43113000000, 
-0.0005796046656837409, 0.00028277769549809277, -0.00012517004346058718, 43215000000, 
-0.0005381412435747687, 0.0003178892277237642, -0.00011675026141002718, 43283000000, 
-0.0004868883394339843, 0.0003090544208325222, -0.00010697561657949959, 43385000000, 
-0.0004573789809618606, 0.0002692075420430268, -9.882723759804091e-05, 43487000000, 
-0.5937190946533512, -1.977440687713057, -0.03964422413158313, 43589000000, 
-0.6100127876887159, -2.03185136235918, -0.08027928408820192, 43691000000, 
-0.6271105827526613, -0.1113049603310338, -0.12205616433964855, 43793000000, 
-0.6450567260659816, -0.11681312792421905, -0.12547867310049057, 43895000000, 
-0.624442177733526, 0.008894683397117817, -0.12644063243681125, 43997000000, 
